koloniSistemKimlik,kovanNoSnapshot,tarih,citaSayisi,bal_cita,yavruluCita,yavruDuzeni,mizac,beslemeTipi,beslemeYapildi,varroaMucadele,anaAriGoruldu,varroaGoruldu,ogulBelirtisi,ogulAtti,bolmeYapildi,kovanSondu,anaUretimGirisimVarMi,anasizBirakildiMi,anasizBaslangicTarihi,larvaYasiGun,memeDurumu,erkekAriDurumu,ciftlesmeDurumu,anaDegisimPlanlandiMi,notlar,sezon,kaynakKoloniNoNottan,kaynakKoloniSistemKimlikNottan,tureyenKoloniNoListesiNottan,tureyenKoloniSistemKimlikleri,olayTipiOneri,ayristirmaGuveni,ayristirmaNotu
KOL-021,11,2026-04-06,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 kabarmış petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-022,40,2025-05-03,3,,,,,kek,1,,,,,0,0,0,0,0,,,,,,0,"Oğul yakalandı. 15. Kovandan çıkmış. 3 Petek verildi. 2 Kara petek, 1 Temel Petek. Kek verildi.",uretim,15,KOL-002,,,swarm_captured,yüksek,
KOL-022,40,2025-05-07,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,1 Kara petek ilave. Keki yememiş. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-05-10,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,Kek ile beslendi.  Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-05-14,5,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,31'den yavrulu petek desteği verildi. İyi durumda günlük yumutalar var. Beslendi varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-022,40,2025-05-20,5,,,günlük var,,1/1 şurup,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Günlükler var. Beslendi. Varroa. Normal koloni bakım düzenine geçildi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-022,40,2025-05-24,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,"1 Temel, 1 Kabarmış kara petek ilave. Yavrular var. Kapalılar var. Güvel görünüyor.",uretim,,,,,,yüksek,
KOL-022,40,2025-06-02,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-06-08,8,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,Fondan verildi.,uretim,,,,,,yüksek,
KOL-022,40,2025-06-14,10,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İki çıta ilave. Kalabalık. Kat takibi.,uretim,,,,,,yüksek,
KOL-022,40,2025-06-19,10,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ful dolu kat takibi,uretim,,,,,,yüksek,
KOL-022,40,2025-06-26,10,,,,,,0,,,,,0,1,0,0,0,,,,,,0,"Sıkışık gayet güzel. Kat atılırken, kat uymadığı için kovan bölündü. Kovan değişecek.",uretim,,,,,split_unspecified,yüksek,
KOL-022,40,2025-06-28,15,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Kovan değişti. 16 nolu kovan 40 ile değişti. Kovan numarası 40 oldu. Herşey yolunda görünüyor.,uretim,,,,,,yüksek,
KOL-022,40,2025-07-05,15,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-07-10,15,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-07-13,15,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-07-24,16,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Temel petek ilave. Güzel. Kabartıyor.,uretim,,,,,,yüksek,
KOL-022,40,2025-08-05,9,7,,,,,0,,,,,0,0,0,0,0,,,,,,0,7  ÇITA BAL alındı.,uretim,,,,,,yüksek,
KOL-022,40,2025-08-19,9,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-08-23,10,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Çıta ilave,uretim,,,,,,yüksek,
KOL-022,40,2025-09-07,10,,,,,2/1 şurup,1,varroset,,,,0,0,0,0,0,,,,,,0,Metal şurupluk yok. Varroset yapılacak. Fena değil. 1-2 çıta azaltılabilir belki.,kis,,,,,,yüksek,
KOL-022,40,2025-09-10,10,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa Varroset 1. puf,kis,,,,,,yüksek,
KOL-022,40,2025-09-13,9,,,,,2/1 şurup,1,varroset,,,,0,0,0,0,0,,,,,,0,1 Çıta alındı ve şurupluk konuldu. Varroa 2. gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-022,40,2025-10-13,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-022,40,2025-11-13,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-022,40,2025-11-17,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-022,40,2025-11-22,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-022,40,2026-01-13,9,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-022,40,2026-01-20,9,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-022,40,2026-02-24,9,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Kalabalık,kis,,,,,,yüksek,
KOL-022,40,2026-02-25,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu.,kis,,,,,,yüksek,
KOL-022,40,2026-03-07,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Ful dolu besleme yapılmadı. Gayet iyi görünüyor.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-022,40,2026-03-10,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Ful dolu besleme yapılmadı. Gayet iyi görünüyor.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-022,40,2026-03-12,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Kapalı yavrulu alındı. 19 a verildi. Alınan yavrulu petek yerine 1 Kabarmış boş petek verildi. Besleme yapılmadı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-022,40,2026-04-01,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-022,40,2026-04-06,12,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kat atıldı. 3 çıta ilave yapıldı. Şurupluk yukarı alındı.,uretim,,,,,,yüksek,
KOL-023,26 (Eski 29),2025-05-09,4,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Oğul yakalandı. Ovadan..,uretim,,,,,swarm_captured,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-05-10,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,"3 kabartılmış, 1 temel petek verildi. Kek verildi. Varroa.",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-05-14,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,Kek verildi. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-05-20,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,Kek Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-05-24,4,,,,,kek,1,,,,,0,0,0,0,0,,,,,,0,Yarım kek verildi. Polen var. Beklemeye devam.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-06-02,4,,,günlük var; kapalı yavru var,,,0,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Kapalı ve günlükler var. Normal koloni düzeni. Beslenndi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-06-08,4,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,Fondan verildi.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-06-14,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Temel. 1 Kabarmış ilave.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-06-19,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-06-28,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-07-05,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-07-10,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek. Varro,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-07-24,10,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 kabarmış ilave. Ballı. Kat düşün.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-08-05,6,4,,,,,0,,,,,0,0,0,0,0,,,,,,0,4 ÇITA BAL alındı.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-08-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-08-23,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 çıta ilave,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-09-07,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Gayet iyi durumda. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-09-10,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-09-13,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-10-13,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-11-13,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-11-17,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2025-11-22,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-01-13,9,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-01-20,9,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-02-24,9,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Kalabalık. Kovan nemli. Kovanı değiştirelim.,kis,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-02-25,9,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,26 No'lu kovan ile değiştirildi. Az besleme yapıldı.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Kaynak bilinmiyor"
KOL-023,26 (Eski 29),2026-03-07,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 kapalı yavrulu çıtası alındı ve 9 a destek olarak verimdi. 26'ya alınan petek yerine kabarmış petek verildi.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-03-10,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Besleme yapılmadı,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Kaynak bilinmiyor"
KOL-023,26 (Eski 29),2026-03-12,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,müdahale yapılmadı.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-04-01,9,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-023,26 (Eski 29),2026-04-06,12,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kat atıldı. 3 çıta ilave yapıldı. Şurupluk yukarı alındı.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-024,23,2025-05-20,3,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,Ovadan. Oğul geldi. Kek. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-024,23,2025-05-24,4,,,,,kek,1,,,,,0,0,0,0,0,,,,,,0,Yarım kek. 1 Temel petek ilave. Beklemeye devam.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-024,23,2025-06-02,4,,,günlük var; kapalı yavru var,,kek,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Kapalı ve günlükler var. Normal koloni düzeni. Kek ile beslenndi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-024,23,2025-06-08,4,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,Fondan verildi.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-024,23,2025-06-14,3,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Çok zayıf. 1 Çıta alındı.,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-024,23,2025-06-19,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroaa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Kaynak bilinmiyor
KOL-024,23,2025-06-26,,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Güve yapmış. Kovan sönmüş,uretim,,,,,,yüksek,Kaynak bilinmiyor
KOL-025,5,2025-04-22,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,13'den bölündü - şurup verildi.,uretim,13,KOL-017,,,child_created_from_split,yüksek,
KOL-025,5,2025-04-23,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Zayıf. Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-025,5,2025-04-25,4,,,açık göz var,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Açık gözler var. Beslendi. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-025,5,2025-04-28,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-025,5,2025-05-07,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,15'den Ana gözlü petek aktarıldı. Beslendi. İyi durumda.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-025,5,2025-05-10,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-025,5,2025-05-24,5,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Yavru görülemedi. Bekle. Polenli ballı petekler var.,uretim,,,,,,yüksek,
KOL-025,5,2025-05-27,,,,,,,0,,,,,0,0,1,0,0,,,,,,0,Kovan yalancıya gidiyor. Arı zayıf. Ballı polenli petekler düzenlenerek. 25 ve 26. kovanlara  aktarıldı. Kovan bozuldu. söndü.,uretim,,,,,,yüksek,
KOL-026,5,2025-06-08,5,,,,,fondan,1,,,,,0,1,0,0,0,,,,,,0,20 den bölündü. Fondan verildi.,uretim,,,,,split_unspecified,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-06-14,5,,,,,,0,,,,,0,0,0,0,1,,,,,,0,Hatalı bölme. Ana burada. 20'den gelmiş. Yavru atıyor. 20 Anasız kaldı.,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-06-19,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-06-28,5,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ana kötü. Mozaik.,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-07-05,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-07-10,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-07-13,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,"Ana gen mozaik. 1 Kabarmış ilave. Varroa,",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-07-24,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 emel ilave. Ballı. Kabartmış.,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-08-05,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İşlem yok.,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-08-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-08-23,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,2 Çıta ilave,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-09-07,8,,,,,2/1 şurup,1,varroset,,,,0,0,0,0,0,,,,,,0,Şurupluk yok. Taş üzerinde verdim. Fena değil. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-09-13,8,,,,,2/1 şurup,1,varroset,,,,0,0,0,0,0,,,,,,0,Şurupluk konuldu. Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-10-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-11-13,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-11-17,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2025-11-22,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2026-01-13,8,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2026-01-20,8,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2026-02-24,5,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2026-02-25,5,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu. Az beslendi.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi."
KOL-026,5,2026-03-07,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,beslendi gayet iyi görünüyor.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi."
KOL-026,5,2026-03-10,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,beslendi gayet iyi görünüyor.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi."
KOL-026,5,2026-03-12,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Müdahale yok. Çok az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi."
KOL-026,5,2026-04-01,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-026,5,2026-04-06,5,,,,,,0,,,,,0,0,0,0,1,,,,,,0,Ana öldürüldü. Anasız kalma süreci başladı. Başlatıcı ve bitirici kovan olarak kullanacağım.,uretim,,,,,,orta,Header F2024 iken ilk not kaynağı 20; kaynak nottan düzeltildi.
KOL-027,39,2025-06-08,5,,,,,fondan,1,,,,,0,1,0,0,0,,,,,,0,3 Ten bölündü. Fondan verildi.,uretim,,,,,split_unspecified,yüksek,
KOL-027,39,2025-06-14,5,,,,,,0,,0,,,0,0,0,0,0,,,,,,0,Ana yok gibi. Takip.,uretim,,,,,,yüksek,
KOL-027,39,2025-06-19,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-06-28,5,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ana çıkarmış giib. Zayıf.,uretim,,,,,,yüksek,
KOL-027,39,2025-07-05,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-07-10,5,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-07-13,5,,,kapalı yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Ana yaplış Kapalı yavru var. Fena değil. 1 Çıta alındı. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-07-24,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-08-05,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İşlem Yok.,uretim,,,,,,yüksek,
KOL-027,39,2025-08-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-08-23,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Cıta alındı.,uretim,,,,,,yüksek,
KOL-027,39,2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Çok zayıf. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-027,39,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
